Date,EWU
2005-08-16,1204.196
2005-08-17,1197.624
2005-08-18,1181.733
2005-08-19,1189.559
2005-08-22,1198.053
2005-08-23,1191.519
2005-08-24,1185.780
2005-08-25,1183.740
2005-08-26,1181.847
2005-08-29,1178.023
2005-08-30,1172.628
2005-08-31,1191.124
2005-09-1,1218.450
2005-09-2,1225.959
2005-09-5,1229.730
2005-09-6,1234.016
2005-09-7,1233.946
2005-09-8,1229.187
2005-09-9,1233.130
2005-09-12,1225.140
2005-09-13,1216.878
2005-09-14,1222.268
2005-09-15,1214.912
2005-09-16,1220.100
2005-09-19,1225.294
2005-09-20,1221.709
2005-09-21,1216.639
2005-09-22,1205.076
2005-09-23,1202.217
2005-09-26,1208.528
2005-09-27,1201.753
2005-09-28,1208.682
2005-09-29,1205.082
2005-09-30,1210.397
2005-10-3,1205.370
2005-10-4,1208.053
2005-10-5,1193.528
2005-10-6,1189.264
2005-10-7,1178.046
2005-10-10,1175.595
2005-10-11,1173.339
2005-10-12,1168.475
2005-10-13,1149.774
2005-10-14,1163.548
2005-10-17,1157.480
2005-10-18,1148.793
2005-10-19,1136.912
2005-10-20,1142.253
2005-10-21,1139.788
2005-10-24,1150.230
2005-10-25,1155.311
2005-10-26,1159.217
2005-10-27,1154.252
2005-10-28,1155.915
2005-10-31,1172.730
2005-11-1,1172.863
2005-11-2,1186.528
2005-11-3,1203.165
2005-11-4,1183.318
2005-11-7,1187.238
2005-11-8,1185.441
2005-11-9,1181.519
2005-11-10,1182.427
2005-11-11,1186.630
2005-11-14,1186.585
2005-11-15,1176.364
2005-11-16,1161.874
2005-11-17,1171.910
2005-11-18,1175.300
2005-11-21,1179.099
2005-11-22,1177.966
2005-11-23,1188.229
2005-11-24,1185.917
2005-11-25,1183.180
2005-11-28,1176.153
2005-11-29,1177.415
2005-11-30,1172.643
2005-12-1,1185.967
2005-12-2,1195.141
2005-12-5,1196.159
2005-12-6,1203.239
2005-12-7,1197.742
2005-12-8,1209.092
2005-12-9,1210.321
2005-12-12,1218.632
2005-12-13,1218.127
2005-12-14,1223.588
2005-12-15,1211.002
2005-12-16,1224.821
2005-12-19,1219.875
2005-12-20,1219.568
2005-12-21,1214.162
2005-12-22,1214.701
2005-12-23,1211.675
2005-12-26,1211.675
2005-12-27,1211.325
2005-12-28,1213.299
2005-12-29,1216.417
2005-12-30,1205.642
2006-01-2,1205.642
2006-01-3,1234.567
2006-01-4,1256.038
2006-01-5,1247.894
2006-01-6,1267.986
2006-01-9,1262.346
2006-01-10,1254.370
2006-01-11,1260.510
2006-01-12,1261.715
2006-01-13,1262.291
2006-01-16,1265.123
2006-01-17,1250.583
2006-01-18,1245.104
2006-01-19,1250.830
2006-01-20,1246.482
2006-01-23,1259.877
2006-01-24,1253.865
2006-01-25,1271.427
2006-01-26,1275.286
2006-01-27,1279.943
2006-01-30,1274.879
2006-01-31,1276.991
2006-02-1,1287.955
2006-02-2,1275.693
2006-02-3,1264.815
2006-02-6,1260.782
2006-02-7,1247.839
2006-02-8,1244.643
2006-02-9,1261.248
2006-02-10,1255.577
2006-02-13,1259.969
2006-02-14,1249.544
2006-02-15,1259.987
2006-02-16,1261.749
2006-02-17,1268.844
2006-02-20,1275.153
2006-02-21,1272.436
2006-02-22,1272.945
2006-02-23,1273.423
2006-02-24,1273.652
2006-02-27,1273.602
2006-02-28,1264.279
2006-03-1,1276.416
2006-03-2,1268.665
2006-03-3,1278.325
2006-03-6,1286.592
2006-03-7,1267.241
2006-03-8,1257.639
2006-03-9,1268.598
2006-03-10,1270.770
2006-03-13,1284.568
2006-03-14,1296.254
2006-03-15,1298.933
2006-03-16,1312.690
2006-03-17,1312.486
2006-03-20,1311.896
2006-03-21,1305.791
2006-03-22,1309.583
2006-03-23,1296.886
2006-03-24,1311.152
2006-03-27,1302.885
2006-03-28,1296.428
2006-03-29,1289.882
2006-03-30,1309.836
2006-03-31,1290.864
2006-04-3,1304.535
2006-04-4,1313.680
2006-04-5,1317.429
2006-04-6,1319.496
2006-04-7,1308.094
2006-04-10,1317.785
2006-04-11,1309.177
2006-04-12,1308.697
2006-04-13,1315.565
2006-04-14,1315.565
2006-04-17,1331.485
2006-04-18,1337.710
2006-04-19,1356.623
2006-04-20,1346.631
2006-04-21,1361.476
2006-04-24,1354.278
2006-04-25,1356.261
2006-04-26,1360.446
2006-04-27,1362.942
2006-04-28,1365.085
2006-05-1,1375.750
2006-05-2,1393.781
2006-05-3,1378.507
2006-05-4,1390.959
2006-05-5,1411.177
2006-05-8,1405.028
2006-05-9,1418.692
2006-05-10,1412.066
2006-05-11,1413.839
2006-05-12,1391.603
2006-05-15,1369.430
2006-05-16,1373.716
2006-05-17,1333.586
2006-05-18,1335.115
2006-05-19,1318.963
2006-05-22,1296.020
2006-05-23,1332.230
2006-05-24,1300.075
2006-05-25,1323.451
2006-05-26,1338.774
2006-05-29,1341.553
2006-05-30,1328.182
2006-05-31,1333.448
2006-06-1,1337.035
2006-06-2,1354.390
2006-06-5,1346.767
2006-06-6,1312.251
2006-06-7,1316.658
2006-06-8,1272.299
2006-06-9,1296.872
2006-06-12,1288.718
2006-06-13,1261.741
2006-06-14,1266.133
2006-06-15,1294.463
2006-06-16,1289.346
2006-06-19,1286.898
2006-06-20,1296.653
2006-06-21,1298.893
2006-06-22,1293.546
2006-06-23,1289.129
2006-06-26,1285.774
2006-06-27,1283.764
2006-06-28,1284.445
2006-06-29,1306.529
2006-06-30,1343.103
2006-07-3,1350.561
2006-07-4,1352.324
2006-07-5,1330.149
2006-07-6,1345.869
2006-07-7,1355.367
2006-07-10,1349.758
2006-07-11,1342.035
2006-07-12,1335.008
2006-07-13,1320.396
2006-07-14,1301.294
2006-07-17,1288.269
2006-07-18,1287.543
2006-07-19,1319.389
2006-07-20,1326.660
2006-07-21,1320.672
2006-07-24,1339.894
2006-07-25,1341.209
2006-07-26,1346.445
2006-07-27,1371.195
2006-07-28,1381.579
2006-07-31,1372.846
2006-08-1,1362.900
2006-08-2,1382.487
2006-08-3,1368.749
2006-08-4,1396.748
2006-08-7,1382.002
2006-08-8,1378.218
2006-08-9,1388.829
2006-08-10,1367.415
2006-08-11,1369.604
2006-08-14,1377.769
2006-08-15,1387.088
2006-08-16,1390.975
2006-08-17,1387.605
2006-08-18,1378.953
2006-08-21,1394.365
2006-08-22,1385.305
2006-08-23,1379.181
2006-08-24,1379.629
2006-08-25,1377.726
2006-08-28,1385.761
2006-08-29,1385.206
2006-08-30,1404.230
2006-08-31,1396.463
2006-09-1,1407.422
2006-09-4,1417.037
2006-09-5,1406.848
2006-09-6,1386.107
2006-09-7,1364.229
2006-09-8,1363.003
2006-09-11,1354.757
2006-09-12,1374.662
2006-09-13,1374.121
2006-09-14,1383.164
2006-09-15,1374.379
2006-09-18,1375.696
2006-09-19,1370.284
2006-09-20,1379.742
2006-09-21,1392.276
2006-09-22,1379.811
2006-09-25,1371.998
2006-09-26,1386.243
2006-09-27,1394.576
2006-09-28,1393.216
2006-09-29,1387.561
2006-10-2,1399.261
2006-10-3,1397.422
2006-10-4,1401.185
2006-10-5,1404.818
2006-10-6,1399.150
2006-10-9,1401.011
2006-10-10,1403.278
2006-10-11,1404.733
2006-10-12,1415.986
2006-10-13,1422.982
2006-10-16,1430.227
2006-10-17,1421.916
2006-10-18,1430.131
2006-10-19,1437.821
2006-10-20,1441.643
2006-10-23,1437.087
2006-10-24,1441.346
2006-10-25,1452.630
2006-10-26,1454.329
2006-10-27,1454.897
2006-10-30,1451.139
2006-10-31,1455.772
2006-11-1,1459.417
2006-11-2,1459.117
2006-11-3,1453.705
2006-11-6,1468.385
2006-11-7,1483.461
2006-11-8,1477.205
2006-11-9,1472.248
2006-11-10,1477.961
2006-11-13,1468.806
2006-11-14,1460.146
2006-11-15,1465.852
2006-11-16,1472.715
2006-11-17,1462.243
2006-11-20,1466.975
2006-11-21,1468.579
2006-11-22,1469.162
2006-11-23,1465.451
2006-11-24,1473.515
2006-11-27,1460.613
2006-11-28,1463.148
2006-11-29,1479.665
2006-11-30,1484.853
2006-12-1,1488.447
2006-12-4,1493.854
2006-12-5,1497.287
2006-12-6,1497.816
2006-12-7,1503.503
2006-12-8,1510.807
2006-12-11,1503.158
2006-12-12,1511.520
2006-12-13,1520.939
2006-12-14,1525.813
2006-12-15,1524.699
2006-12-18,1517.238
2006-12-19,1520.698
2006-12-20,1521.632
2006-12-21,1515.765
2006-12-22,1516.241
2006-12-25,1516.241
2006-12-26,1513.766
2006-12-27,1525.416
2006-12-28,1528.461
2006-12-29,1521.541
2007-01-1,1521.541
2007-01-2,1555.808
2007-01-3,1542.382
2007-01-4,1528.808
2007-01-5,1499.698
2007-01-8,1499.123
2007-01-9,1504.187
2007-01-10,1490.982
2007-01-11,1511.957
2007-01-12,1528.723
2007-01-15,1540.046
2007-01-16,1524.691
2007-01-17,1530.011
2007-01-18,1532.145
2007-01-19,1540.257
2007-01-22,1537.365
2007-01-23,1546.836
2007-01-24,1550.591
2007-01-25,1544.375
2007-01-26,1525.825
2007-01-29,1527.392
2007-01-30,1530.761
2007-01-31,1518.688
2007-02-1,1548.388
2007-02-2,1553.702
2007-02-5,1549.319
2007-02-6,1562.908
2007-02-7,1569.334
2007-02-8,1554.475
2007-02-9,1555.344
2007-02-12,1547.367
2007-02-13,1550.674
2007-02-14,1574.346
2007-02-15,1572.123
2007-02-16,1565.610
2007-02-19,1570.240
2007-02-20,1569.803
2007-02-21,1552.436
2007-02-22,1558.108
2007-02-23,1570.869
2007-02-26,1578.938
2007-02-27,1543.973
2007-02-28,1512.037
2007-03-1,1497.181
2007-03-2,1487.428
2007-03-5,1459.139
2007-03-6,1478.344
2007-03-7,1487.273
2007-03-8,1504.295
2007-03-9,1509.919
2007-03-12,1505.041
2007-03-13,1490.293
2007-03-14,1452.451
2007-03-15,1486.616
2007-03-16,1490.614
2007-03-19,1508.130
2007-03-20,1525.275
2007-03-21,1536.259
2007-03-22,1557.003
2007-03-23,1558.674
2007-03-26,1552.002
2007-03-27,1549.807
2007-03-28,1543.738
2007-03-29,1555.366
2007-03-30,1550.598
2007-04-2,1566.605
2007-04-3,1579.775
2007-04-4,1578.314
2007-04-5,1581.957
2007-04-6,1581.957
2007-04-9,1573.975
2007-04-10,1587.792
2007-04-11,1591.211
2007-04-12,1591.839
2007-04-13,1605.717
2007-04-16,1624.614
2007-04-17,1632.404
2007-04-18,1620.688
2007-04-19,1615.983
2007-04-20,1627.383
2007-04-23,1623.620
2007-04-24,1612.279
2007-04-25,1623.184
2007-04-26,1613.668
2007-04-27,1609.691
2007-04-30,1615.566
2007-05-1,1608.182
2007-05-2,1616.540
2007-05-3,1627.875
2007-05-4,1648.352
2007-05-7,1651.538
2007-05-8,1633.268
2007-05-9,1638.067
2007-05-10,1620.680
2007-05-11,1628.775
2007-05-14,1625.096
2007-05-15,1631.558
2007-05-16,1628.063
2007-05-17,1627.559
2007-05-18,1641.523
2007-05-21,1636.391
2007-05-22,1632.465
2007-05-23,1646.854
2007-05-24,1631.696
2007-05-25,1631.535
2007-05-28,1631.535
2007-05-29,1637.318
2007-05-30,1629.915
2007-05-31,1637.136
2007-06-1,1651.574
2007-06-4,1658.128
2007-06-5,1651.831
2007-06-6,1623.302
2007-06-7,1609.465
2007-06-8,1598.454
2007-06-11,1612.479
2007-06-12,1606.740
2007-06-13,1615.484
2007-06-14,1635.245
2007-06-15,1661.252
2007-06-18,1657.337
2007-06-19,1649.225
2007-06-20,1653.225
2007-06-21,1638.682
2007-06-22,1634.886
2007-06-25,1640.563
2007-06-26,1635.711
2007-06-27,1626.321
2007-06-28,1642.282
2007-06-29,1653.848
2007-07-2,1656.003
2007-07-3,1671.537
2007-07-4,1679.165
2007-07-5,1665.665
2007-07-6,1681.090
2007-07-9,1687.756
2007-07-10,1674.671
2007-07-11,1678.631
2007-07-12,1694.078
2007-07-13,1701.848
2007-07-16,1700.653
2007-07-17,1697.359
2007-07-18,1681.093
2007-07-19,1697.870
2007-07-20,1689.082
2007-07-23,1700.029
2007-07-24,1670.521
2007-07-25,1648.736
2007-07-26,1594.408
2007-07-27,1574.330
2007-07-30,1567.416
2007-07-31,1611.747
2007-08-1,1582.745
2007-08-2,1597.516
2007-08-3,1584.349
2007-08-6,1569.162
2007-08-7,1591.099
2007-08-8,1626.264
2007-08-9,1587.638
2007-08-10,1522.544
2007-08-13,1561.358
2007-08-14,1533.328
2007-08-15,1518.349
2007-08-16,1449.814
2007-08-17,1502.292
2007-08-20,1505.544
2007-08-21,1504.844
2007-08-22,1538.158
2007-08-23,1549.303
2007-08-24,1559.522
2007-08-27,1563.247
2007-08-28,1530.000
2007-08-29,1541.822
2007-08-30,1562.688
2007-08-31,1587.375
2007-09-3,1590.817
2007-09-4,1600.948
2007-09-5,1581.915
2007-09-6,1594.460
2007-09-7,1566.453
2007-09-10,1554.524
2007-09-11,1591.878
2007-09-12,1598.734
2007-09-13,1609.861
2007-09-14,1579.216
2007-09-17,1545.056
2007-09-18,1565.201
2007-09-19,1610.298
2007-09-20,1614.740
2007-09-21,1627.389
2007-09-24,1629.341
2007-09-25,1606.840
2007-09-26,1615.097
2007-09-27,1636.448
2007-09-28,1642.141
2007-10-1,1657.298
2007-10-2,1655.137
2007-10-3,1660.726
2007-10-4,1667.516
2007-10-5,1679.139
2007-10-8,1662.053
2007-10-9,1676.950
2007-10-10,1689.223
2007-10-11,1707.343
2007-10-12,1705.476
2007-10-15,1690.647
2007-10-16,1674.604
2007-10-17,1695.064
2007-10-18,1684.423
2007-10-19,1664.010
2007-10-22,1632.449
2007-10-23,1663.230
2007-10-24,1653.417
2007-10-25,1679.183
2007-10-26,1701.178
2007-10-29,1719.435
2007-10-30,1712.343
2007-10-31,1737.313
2007-11-1,1707.158
2007-11-2,1692.704
2007-11-5,1675.222
2007-11-6,1683.608
2007-11-7,1673.447
2007-11-8,1675.097
2007-11-9,1644.329
2007-11-12,1624.653
2007-11-13,1641.940
2007-11-14,1653.766
2007-11-15,1618.484
2007-11-16,1601.484
2007-11-19,1561.975
2007-11-20,1598.374
2007-11-21,1551.854
2007-11-22,1577.792
2007-11-23,1599.668
2007-11-26,1589.003
2007-11-27,1578.241
2007-11-28,1621.764
2007-11-29,1625.406
2007-11-30,1638.644
2007-12-3,1635.283
2007-12-4,1608.677
2007-12-5,1629.347
2007-12-6,1625.447
2007-12-7,1646.507
2007-12-10,1662.258
2007-12-11,1650.028
2007-12-12,1660.904
2007-12-13,1605.017
2007-12-14,1599.362
2007-12-17,1566.018
2007-12-18,1569.147
2007-12-19,1559.255
2007-12-20,1557.919
2007-12-21,1581.998
2007-12-24,1587.350
2007-12-25,1587.350
2007-12-26,1592.610
2007-12-27,1601.167
2007-12-28,1600.041
2007-12-31,1593.358
2008-01-1,1593.358
2008-01-2,1574.900
2008-01-3,1581.846
2008-01-4,1551.276
2008-01-7,1547.901
2008-01-8,1551.191
2008-01-9,1518.260
2008-01-10,1505.157
2008-01-11,1501.317
2008-01-14,1506.256
2008-01-15,1469.640
2008-01-16,1445.704
2008-01-17,1445.760
2008-01-18,1428.945
2008-01-21,1345.379
2008-01-22,1396.656
2008-01-23,1357.107
2008-01-24,1437.132
2008-01-25,1442.688
2008-01-28,1426.529
2008-01-29,1450.922
2008-01-30,1440.873
2008-01-31,1450.399
2008-02-1,1473.243
2008-02-4,1478.041
2008-02-5,1430.277
2008-02-6,1428.568
2008-02-7,1379.080
2008-02-8,1396.336
2008-02-11,1379.304
2008-02-12,1437.212
2008-02-13,1432.019
2008-02-14,1438.394
2008-02-15,1409.119
2008-02-18,1439.051
2008-02-19,1444.663
2008-02-20,1418.631
2008-02-21,1442.022
2008-02-22,1435.756
2008-02-25,1465.131
2008-02-26,1489.324
2008-02-27,1499.113
2008-02-28,1472.088
2008-02-29,1450.693
2008-03-3,1430.654
2008-03-4,1421.077
2008-03-5,1444.377
2008-03-6,1436.443
2008-03-7,1423.493
2008-03-10,1407.540
2008-03-11,1413.631
2008-03-12,1447.171
2008-03-13,1432.414
2008-03-14,1415.545
2008-03-17,1342.163
2008-03-18,1403.505
2008-03-19,1364.274
2008-03-20,1349.787
2008-03-21,1349.787
2008-03-24,1351.830
2008-03-25,1410.527
2008-03-26,1404.728
2008-03-27,1425.261
2008-03-28,1405.060
2008-03-31,1406.757
2008-04-1,1436.161
2008-04-2,1455.958
2008-04-3,1458.881
2008-04-4,1471.431
2008-04-7,1484.105
2008-04-8,1461.365
2008-04-9,1464.283
2008-04-10,1462.995
2008-04-11,1440.229
2008-04-14,1433.774
2008-04-15,1436.276
2008-04-16,1479.941
2008-04-17,1471.884
2008-04-18,1499.786
2008-04-21,1486.222
2008-04-22,1490.618
2008-04-23,1491.121
2008-04-24,1476.751
2008-04-25,1499.465
2008-04-28,1504.784
2008-04-29,1486.583
2008-04-30,1493.250
2008-05-1,1488.371
2008-05-2,1519.339
2008-05-5,1514.839
2008-05-6,1520.097
2008-05-7,1513.004
2008-05-8,1520.585
2008-05-9,1496.666
2008-05-12,1512.492
2008-05-13,1498.290
2008-05-14,1494.875
2008-05-15,1506.693
2008-05-16,1525.226
2008-05-19,1538.351
2008-05-20,1507.919
2008-05-21,1505.524
2008-05-22,1514.903
2008-05-23,1492.469
2008-05-26,1492.582
2008-05-27,1479.198
2008-05-28,1486.498
2008-05-29,1482.814
2008-05-30,1478.435
2008-06-2,1457.361
2008-06-3,1471.309
2008-06-4,1440.946
2008-06-5,1448.081
2008-06-6,1437.299
2008-06-9,1434.372
2008-06-10,1404.758
2008-06-11,1386.710
2008-06-12,1390.792
2008-06-13,1393.433
2008-06-16,1405.201
2008-06-17,1413.284
2008-06-18,1391.877
2008-06-19,1388.756
2008-06-20,1370.394
2008-06-23,1370.006
2008-06-24,1370.018
2008-06-25,1375.878
2008-06-26,1354.699
2008-06-27,1359.422
2008-06-30,1381.452
2008-07-1,1346.314
2008-07-2,1332.781
2008-07-3,1338.855
2008-07-4,1322.707
2008-07-7,1338.219
2008-07-8,1322.289
2008-07-9,1349.053
2008-07-10,1318.886
2008-07-11,1289.555
2008-07-14,1301.648
2008-07-15,1277.951
2008-07-16,1268.525
2008-07-17,1310.623
2008-07-18,1327.624
2008-07-21,1334.308
2008-07-22,1323.938
2008-07-23,1346.198
2008-07-24,1315.473
2008-07-25,1315.328
2008-07-28,1307.006
2008-07-29,1301.143
2008-07-30,1324.475
2008-07-31,1323.149
2008-08-1,1304.933
2008-08-4,1291.857
2008-08-5,1318.794
2008-08-6,1323.445
2008-08-7,1317.140
2008-08-8,1301.318
2008-08-11,1316.339
2008-08-12,1303.244
2008-08-13,1258.001
2008-08-14,1276.017
2008-08-15,1258.866
2008-08-18,1259.016
2008-08-19,1225.889
2008-08-20,1235.003
2008-08-21,1245.907
2008-08-22,1265.681
2008-08-25,1261.969
2008-08-26,1244.558
2008-08-27,1256.719
2008-08-28,1267.565
2008-08-29,1271.851
2008-09-1,1247.308
2008-09-2,1243.312
2008-09-3,1210.126
2008-09-4,1176.996
2008-09-5,1146.807
2008-09-8,1189.885
2008-09-9,1183.452
2008-09-10,1166.258
2008-09-11,1152.293
2008-09-12,1196.627
2008-09-15,1154.683
2008-09-16,1103.556
2008-09-17,1091.466
2008-09-18,1098.951
2008-09-19,1205.157
2008-09-22,1194.925
2008-09-23,1178.253
2008-09-24,1167.414
2008-09-25,1187.430
2008-09-26,1160.357
2008-09-29,1078.473
2008-09-30,1080.734
2008-10-1,1086.219
2008-10-2,1060.285
2008-10-3,1095.006
2008-10-6,986.540
2008-10-7,1004.093
2008-10-8,938.924
2008-10-9,922.088
2008-10-10,830.754
2008-10-13,919.080
2008-10-14,954.754
2008-10-15,882.654
2008-10-16,823.884
2008-10-17,866.679
2008-10-20,906.361
2008-10-21,886.288
2008-10-22,816.412
2008-10-23,818.435
2008-10-24,759.463
2008-10-27,736.903
2008-10-28,756.447
2008-10-29,854.262
2008-10-30,862.981
2008-10-31,874.024
2008-11-3,870.754
2008-11-4,922.439
2008-11-5,906.298
2008-11-6,840.703
2008-11-7,851.788
2008-11-10,855.364
2008-11-11,810.189
2008-11-12,778.345
2008-11-13,763.165
2008-11-14,775.406
2008-11-17,764.429
2008-11-18,779.914
2008-11-19,747.118
2008-11-20,706.913
2008-11-21,690.238
2008-11-24,772.375
2008-11-25,786.765
2008-11-26,788.926
2008-11-27,803.730
2008-11-28,811.974
2008-12-1,744.937
2008-12-2,760.235
2008-12-3,762.640
2008-12-4,754.449
2008-12-5,728.386
2008-12-8,789.102
2008-12-9,801.136
2008-12-10,799.684
2008-12-11,809.962
2008-12-12,789.034
2008-12-15,811.635
2008-12-16,813.524
2008-12-17,823.988
2008-12-18,820.550
2008-12-19,790.114
2008-12-22,773.495
2008-12-23,772.644
2008-12-24,766.826
2008-12-25,766.826
2008-12-26,766.175
2008-12-29,777.026
2008-12-30,783.199
2008-12-31,787.715
2009-01-1,787.715
2009-01-2,817.767
2009-01-5,825.300
2009-01-6,843.220
2009-01-7,845.467
2009-01-8,846.588
2009-01-9,837.596
2009-01-12,812.578
2009-01-13,792.186
2009-01-14,751.903
2009-01-15,741.254
2009-01-16,759.270
2009-01-19,736.537
2009-01-20,704.939
2009-01-21,688.023
2009-01-22,687.334
2009-01-23,683.179
2009-01-26,724.007
2009-01-27,733.518
2009-01-28,758.800
2009-01-29,740.556
2009-01-30,738.194
2009-02-2,712.421
2009-02-3,737.334
2009-02-4,759.033
2009-02-5,763.833
2009-02-6,780.992
2009-02-9,793.283
2009-02-10,764.057
2009-02-11,749.994
2009-02-12,739.208
2009-02-13,745.972
2009-02-16,726.460
2009-02-17,708.892
2009-02-18,700.965
2009-02-19,708.765
2009-02-20,686.292
2009-02-23,690.449
2009-02-24,678.063
2009-02-25,675.216
2009-02-26,693.232
2009-02-27,672.550
2009-03-2,625.157
2009-03-3,607.379
2009-03-4,633.549
2009-03-5,613.604
2009-03-6,614.886
2009-03-9,599.972
2009-03-10,633.537
2009-03-11,626.670
2009-03-12,631.355
2009-03-13,645.989
2009-03-16,670.595
2009-03-17,666.167
2009-03-18,654.928
2009-03-19,686.423
2009-03-20,684.174
2009-03-23,707.054
2009-03-24,710.696
2009-03-25,701.643
2009-03-26,701.921
2009-03-27,689.106
2009-03-30,658.734
2009-03-31,694.322
2009-04-1,701.947
2009-04-2,750.992
2009-04-3,737.849
2009-04-6,730.982
2009-04-7,716.341
2009-04-8,709.962
2009-04-9,722.005
2009-04-10,722.005
2009-04-13,728.777
2009-04-14,735.567
2009-04-15,735.788
2009-04-16,748.131
2009-04-17,750.617
2009-04-20,718.438
2009-04-21,721.668
2009-04-22,725.588
2009-04-23,726.791
2009-04-24,757.041
2009-04-27,755.991
2009-04-28,742.781
2009-04-29,765.536
2009-04-30,778.828
2009-05-1,780.692
2009-05-4,786.578
2009-05-5,810.409
2009-05-6,819.969
2009-05-7,819.233
2009-05-8,831.802
2009-05-11,829.107
2009-05-12,835.567
2009-05-13,811.646
2009-05-14,816.463
2009-05-15,820.070
2009-05-18,841.593
2009-05-19,859.308
2009-05-20,866.100
2009-05-21,845.701
2009-05-22,858.295
2009-05-25,859.458
2009-05-26,870.567
2009-05-27,876.651
2009-05-28,866.896
2009-05-29,881.954
2009-06-1,916.618
2009-06-2,917.700
2009-06-3,888.823
2009-06-4,880.151
2009-06-5,879.718
2009-06-8,871.487
2009-06-9,887.146
2009-06-10,898.493
2009-06-11,912.683
2009-06-12,905.163
2009-06-15,875.251
2009-06-16,881.215
2009-06-17,863.476
2009-06-18,867.053
2009-06-19,885.039
2009-06-22,860.281
2009-06-23,854.938
2009-06-24,874.460
2009-06-25,858.535
2009-06-26,867.816
2009-06-29,880.462
2009-06-30,867.079
2009-07-1,886.234
2009-07-2,858.674
2009-07-3,857.851
2009-07-6,841.987
2009-07-7,839.756
2009-07-8,825.323
2009-07-9,836.406
2009-07-10,828.620
2009-07-13,838.797
2009-07-14,854.553
2009-07-15,884.097
2009-07-16,887.923
2009-07-17,887.330
2009-07-20,906.664
2009-07-21,913.368
2009-07-22,914.716
2009-07-23,933.397
2009-07-24,930.447
2009-07-27,936.992
2009-07-28,923.856
2009-07-29,924.276
2009-07-30,945.948
2009-07-31,946.262
2009-08-3,981.556
2009-08-4,978.175
2009-08-5,976.855
2009-08-6,976.946
2009-08-7,978.532
2009-08-10,968.268
2009-08-11,955.748
2009-08-12,967.267
2009-08-13,978.598
2009-08-14,966.702
2009-08-17,939.729
2009-08-18,960.704
2009-08-19,959.924
2009-08-20,972.679
2009-08-21,993.202
2009-08-24,996.538
2009-08-25,998.509
2009-08-26,983.577
2009-08-27,976.937
2009-08-28,993.295
2009-08-31,992.503
2009-09-1,970.051
2009-09-2,970.908
2009-09-3,971.820
2009-09-4,983.371
2009-09-7,1001.988
2009-09-8,1016.358
2009-09-9,1028.153
2009-09-10,1031.287
2009-09-11,1038.188
2009-09-14,1033.956
2009-09-15,1027.203
2009-09-16,1048.422
2009-09-17,1058.849
2009-09-18,1045.331
2009-09-21,1030.572
2009-09-22,1044.440
2009-09-23,1046.758
2009-09-24,1012.350
2009-09-25,1005.256
2009-09-28,1017.636
2009-09-29,1019.958
2009-09-30,1018.502
2009-10-1,1001.295
2009-10-2,983.514
2009-10-5,993.580
2009-10-6,1015.004
2009-10-7,1007.966
2009-10-8,1028.666
2009-10-9,1019.509
2009-10-12,1019.582
2009-10-13,1012.531
2009-10-14,1039.229
2009-10-15,1052.743
2009-10-16,1051.428
2009-10-19,1072.690
2009-10-20,1068.517
2009-10-21,1082.971
2009-10-22,1069.613
2009-10-23,1061.519
2009-10-26,1051.894
2009-10-27,1053.041
2009-10-28,1031.024
2009-10-29,1054.234
2009-10-30,1030.692
2009-11-2,1036.193
2009-11-3,1023.479
2009-11-4,1049.345
2009-11-5,1054.280
2009-11-6,1058.195
2009-11-9,1086.000
2009-11-10,1083.731
2009-11-11,1081.569
2009-11-12,1081.240
2009-11-13,1093.935
2009-11-16,1118.075
2009-11-17,1111.970
2009-11-18,1108.810
2009-11-19,1084.349
2009-11-20,1073.995
2009-11-23,1102.077
2009-11-24,1093.364
2009-11-25,1106.274
2009-11-26,1060.800
2009-11-27,1071.311
2009-11-30,1054.892
2009-12-1,1093.639
2009-12-2,1098.617
2009-12-3,1090.742
2009-12-4,1089.839
2009-12-7,1080.391
2009-12-8,1054.351
2009-12-9,1045.038
2009-12-10,1055.492
2009-12-11,1057.471
2009-12-14,1070.363
2009-12-15,1064.351
2009-12-16,1080.129
2009-12-17,1041.791
2009-12-18,1034.585
2009-12-21,1053.312
2009-12-22,1051.361
2009-12-23,1062.219
2009-12-24,1065.340
2009-12-25,1065.340
2009-12-28,1070.222
2009-12-29,1074.523
2009-12-30,1069.673
2009-12-31,1081.860
2010-01-1,1081.860
2010-01-4,1097.428
2010-01-5,1096.090
2010-01-6,1095.107
2010-01-7,1090.243
2010-01-8,1093.450
2010-01-11,1108.713
2010-01-12,1102.315
2010-01-13,1102.130
2010-01-14,1110.384
2010-01-15,1097.457
2010-01-18,1110.825
2010-01-19,1117.084
2010-01-20,1092.214
2010-01-21,1068.255
2010-01-22,1058.518
2010-01-25,1055.429
2010-01-26,1054.953
2010-01-27,1045.720
2010-01-28,1027.902
2010-01-29,1029.179
2010-02-1,1033.028
2010-02-2,1044.231
2010-02-3,1035.941
2010-02-4,1004.142
2010-02-5,980.101
2010-02-8,985.856
2010-02-9,987.216
2010-02-10,990.105
2010-02-11,996.882
2010-02-12,995.297
2010-02-15,1000.928
2010-02-16,1017.334
2010-02-17,1026.547
2010-02-18,1030.457
2010-02-19,1022.041
2010-02-22,1025.855
2010-02-23,1015.918
2010-02-24,1021.288
2010-02-25,996.286
2010-02-26,1008.733
2010-03-1,998.962
2010-03-2,1012.411
