Date,EEM
1989-04-26,183.169
1989-04-27,184.740
1989-04-28,184.242
1989-05-01,184.354
1989-05-02,186.211
1989-05-03,186.982
1989-05-04,184.066
1989-05-05,184.589
1989-05-08,186.997
1989-05-09,186.040
1989-05-10,184.596
1989-05-11,183.754
1989-05-12,181.113
1989-05-15,182.848
1989-05-16,183.787
1989-05-17,185.244
1989-05-18,185.104
1989-05-19,185.441
1989-05-22,182.334
1989-05-23,179.310
1989-05-24,180.924
1989-05-25,179.777
1989-05-26,179.763
1989-05-29,181.611
1989-05-30,182.230
1989-05-31,186.076
1989-06-01,187.731
1989-06-02,190.514
1989-06-05,188.764
1989-06-06,182.499
1989-06-07,179.687
1989-06-08,178.438
1989-06-09,177.801
1989-06-12,178.933
1989-06-13,171.476
1989-06-14,167.420
1989-06-15,167.198
1989-06-16,164.439
1989-06-19,164.067
1989-06-20,165.154
1989-06-21,165.589
1989-06-22,166.619
1989-06-23,165.029
1989-06-26,162.036
1989-06-27,161.185
1989-06-28,161.434
1989-06-29,163.777
1989-06-30,163.285
1989-07-03,158.062
1989-07-04,158.790
1989-07-05,161.176
1989-07-06,163.522
1989-07-07,167.767
1989-07-10,170.045
1989-07-11,169.323
1989-07-12,170.597
1989-07-13,165.241
1989-07-14,171.296
1989-07-17,171.102
1989-07-18,171.232
1989-07-19,172.129
1989-07-20,171.538
1989-07-21,170.318
1989-07-24,170.780
1989-07-25,172.343
1989-07-26,173.634
1989-07-27,174.500
1989-07-28,175.000
1989-07-31,173.493
1989-08-01,173.067
1989-08-02,171.571
1989-08-03,172.137
1989-08-04,172.631
1989-08-07,172.946
1989-08-08,173.171
1989-08-09,172.582
1989-08-10,174.410
1989-08-11,175.543
1989-08-14,175.294
1989-08-15,174.510
1989-08-16,175.366
1989-08-17,176.743
1989-08-18,177.506
1989-08-21,178.452
1989-08-22,178.028
1989-08-23,178.606
1989-08-24,178.884
1989-08-25,178.339
1989-08-28,177.450
1989-08-29,177.428
1989-08-30,176.706
1989-08-31,177.004
1989-09-01,178.152
1989-09-04,179.717
1989-09-05,178.617
1989-09-06,179.717
1989-09-07,180.558
1989-09-08,182.947
1989-09-11,184.279
1989-09-12,186.087
1989-09-13,185.985
1989-09-14,186.274
1989-09-15,185.759
1989-09-18,186.646
1989-09-19,187.186
1989-09-20,188.990
1989-09-21,189.627
1989-09-22,189.592
1989-09-25,191.096
1989-09-26,191.814
1989-09-27,193.859
1989-09-28,196.749
1989-09-29,198.982
1989-10-02,201.278
1989-10-03,197.175
1989-10-04,200.537
1989-10-05,203.644
1989-10-06,209.107
1989-10-09,209.760
1989-10-10,207.726
1989-10-11,208.635
1989-10-12,209.566
1989-10-13,208.371
1989-10-16,194.369
1989-10-17,198.874
1989-10-18,197.038
1989-10-19,201.444
1989-10-20,205.385
1989-10-23,206.086
1989-10-24,206.605
1989-10-25,205.120
1989-10-26,205.267
1989-10-27,203.117
1989-10-30,202.007
1989-10-31,201.307
1989-11-01,202.163
1989-11-02,201.276
1989-11-03,199.107
1989-11-06,195.374
1989-11-07,192.544
1989-11-08,191.174
1989-11-09,192.532
1989-11-10,191.450
1989-11-13,189.688
1989-11-14,192.432
1989-11-15,194.600
1989-11-16,193.038
1989-11-17,192.704
1989-11-20,194.344
1989-11-21,197.217
1989-11-22,198.531
1989-11-23,198.168
1989-11-24,195.383
1989-11-27,191.728
1989-11-28,191.298
1989-11-29,191.931
1989-11-30,191.640
1989-12-01,191.568
1989-12-04,191.397
1989-12-05,191.279
1989-12-06,192.050
1989-12-07,192.700
1989-12-08,193.577
1989-12-11,192.903
1989-12-12,196.920
1989-12-13,201.361
1989-12-14,202.730
1989-12-15,203.652
1989-12-18,206.214
1989-12-19,205.569
1989-12-20,204.687
1989-12-21,205.518
1989-12-22,209.074
1989-12-25,209.173
1989-12-26,212.016
1989-12-27,213.287
1989-12-28,214.177
1989-12-29,214.698
1990-01-01,214.695
1990-01-02,217.298
1990-01-03,220.453
1990-01-04,227.301
1990-01-05,228.912
1990-01-08,226.892
1990-01-09,228.716
1990-01-10,229.568
1990-01-11,230.022
1990-01-12,232.693
1990-01-15,226.492
1990-01-16,224.422
1990-01-17,224.302
1990-01-18,223.754
1990-01-19,225.787
1990-01-22,226.631
1990-01-23,226.826
1990-01-24,224.254
1990-01-25,223.001
1990-01-26,221.356
1990-01-29,220.724
1990-01-30,220.490
1990-01-31,221.271
1990-02-01,222.410
1990-02-02,225.243
1990-02-05,227.766
1990-02-06,228.605
1990-02-07,231.468
1990-02-08,233.262
1990-02-09,233.935
1990-02-12,235.875
1990-02-13,235.041
1990-02-14,233.254
1990-02-15,239.022
1990-02-16,236.696
1990-02-19,239.258
1990-02-20,237.328
1990-02-21,233.967
1990-02-22,231.783
1990-02-23,228.685
1990-02-26,226.088
1990-02-27,227.177
1990-02-28,229.757
1990-03-01,229.938
1990-03-02,232.328
1990-03-05,233.682
1990-03-06,234.416
1990-03-07,229.868
1990-03-08,230.113
1990-03-09,228.113
1990-03-12,226.209
1990-03-13,224.282
1990-03-14,224.160
1990-03-15,223.897
1990-03-16,225.099
1990-03-19,225.136
1990-03-20,215.068
1990-03-21,208.753
1990-03-22,205.517
1990-03-23,201.084
1990-03-26,202.368
1990-03-27,201.830
1990-03-28,199.513
1990-03-29,197.297
1990-03-30,197.850
1990-04-02,194.434
1990-04-03,197.458
1990-04-04,197.953
1990-04-05,198.185
1990-04-06,197.918
1990-04-09,197.659
1990-04-10,199.606
1990-04-11,202.014
1990-04-12,202.274
1990-04-13,202.545
1990-04-16,203.449
1990-04-17,205.458
1990-04-18,207.130
1990-04-19,208.628
1990-04-20,208.269
1990-04-23,208.072
1990-04-24,207.245
1990-04-25,208.361
1990-04-26,210.495
1990-04-27,210.967
1990-04-30,210.656
1990-05-01,210.709
1990-05-02,211.603
1990-05-03,214.538
1990-05-04,217.161
1990-05-07,218.966
1990-05-08,219.123
1990-05-09,217.954
1990-05-10,218.687
1990-05-11,219.641
1990-05-14,221.218
1990-05-15,220.192
1990-05-16,221.032
1990-05-17,223.558
1990-05-18,224.215
1990-05-21,226.134
1990-05-22,229.478
1990-05-23,229.798
1990-05-24,228.537
1990-05-25,229.188
1990-05-28,227.991
1990-05-29,227.400
1990-05-30,227.304
1990-05-31,227.603
1990-06-01,229.268
1990-06-04,229.342
1990-06-05,229.725
1990-06-06,229.388
1990-06-07,229.728
1990-06-08,230.246
1990-06-11,228.405
1990-06-12,228.033
1990-06-13,226.934
1990-06-14,225.493
1990-06-15,223.847
1990-06-18,223.563
1990-06-19,224.859
1990-06-20,226.476
1990-06-21,228.224
1990-06-22,227.657
1990-06-25,230.951
1990-06-26,232.016
1990-06-27,233.855
1990-06-28,234.280
1990-06-29,235.143
1990-07-02,237.275
1990-07-03,238.628
1990-07-04,239.126
1990-07-05,238.153
1990-07-06,238.233
1990-07-09,238.036
1990-07-10,237.432
1990-07-11,239.996
1990-07-12,241.601
1990-07-13,243.181
1990-07-16,244.899
1990-07-17,246.427
1990-07-18,248.970
1990-07-19,250.442
1990-07-20,251.602
1990-07-23,252.236
1990-07-24,252.084
1990-07-25,253.231
1990-07-26,252.932
1990-07-27,252.578
1990-07-30,252.944
1990-07-31,255.211
1990-08-01,257.374
1990-08-02,256.665
1990-08-03,253.139
1990-08-06,243.459
1990-08-07,234.864
1990-08-08,236.262
1990-08-09,231.265
1990-08-10,232.662
1990-08-13,232.350
1990-08-14,232.126
1990-08-15,234.418
1990-08-16,235.468
1990-08-17,232.944
1990-08-20,227.233
1990-08-21,221.530
1990-08-22,213.060
1990-08-23,204.471
1990-08-24,202.488
1990-08-27,212.707
1990-08-28,220.792
1990-08-29,219.835
1990-08-30,220.914
1990-08-31,221.940
1990-09-03,223.001
1990-09-04,220.861
1990-09-05,219.302
1990-09-06,216.962
1990-09-07,217.081
1990-09-10,217.266
1990-09-11,215.395
1990-09-12,215.506
1990-09-13,214.479
1990-09-14,212.689
1990-09-17,211.170
1990-09-18,210.807
1990-09-19,209.248
1990-09-20,207.278
1990-09-21,205.215
1990-09-24,202.038
1990-09-25,197.875
1990-09-26,195.678
1990-09-27,193.955
1990-09-28,193.088
1990-10-01,193.477
1990-10-02,198.460
1990-10-03,199.025
1990-10-04,196.656
1990-10-05,195.655
1990-10-08,197.220
1990-10-09,195.206
1990-10-10,191.609
1990-10-11,190.172
1990-10-12,189.806
1990-10-15,190.779
1990-10-16,190.190
1990-10-17,190.155
1990-10-18,189.319
1990-10-19,189.313
1990-10-22,193.384
1990-10-23,195.698
1990-10-24,197.759
1990-10-25,197.936
1990-10-26,195.294
1990-10-29,195.185
1990-10-30,192.222
1990-10-31,189.248
1990-11-01,187.427
1990-11-02,187.114
1990-11-05,188.033
1990-11-06,185.295
1990-11-07,186.053
1990-11-08,184.781
1990-11-09,183.688
1990-11-12,183.116
1990-11-13,184.656
1990-11-14,185.287
1990-11-15,186.527
1990-11-16,186.932
1990-11-19,189.596
1990-11-20,189.444
1990-11-21,189.800
1990-11-22,189.873
1990-11-23,187.733
1990-11-26,183.846
1990-11-27,182.146
1990-11-28,182.816
1990-11-29,180.086
1990-11-30,178.958
1990-12-03,183.891
1990-12-04,183.165
1990-12-05,186.236
1990-12-06,189.403
1990-12-07,192.382
1990-12-10,193.622
1990-12-11,192.320
1990-12-12,191.438
1990-12-13,192.736
1990-12-14,192.414
1990-12-17,186.836
1990-12-18,186.367
1990-12-19,187.460
1990-12-20,186.164
1990-12-21,185.239
1990-12-24,183.593
1990-12-25,183.090
1990-12-26,182.830
1990-12-27,183.477
1990-12-28,184.847
1990-12-31,185.162
1991-01-01,185.162
1991-01-02,183.833
1991-01-03,183.618
1991-01-04,186.655
1991-01-07,183.510
1991-01-08,180.662
1991-01-09,182.185
1991-01-10,178.716
1991-01-11,179.284
1991-01-14,176.968
1991-01-15,175.371
1991-01-16,175.342
1991-01-17,186.532
1991-01-18,188.935
1991-01-21,187.470
1991-01-22,186.500
1991-01-23,184.113
1991-01-24,187.853
1991-01-25,189.602
1991-01-28,193.776
1991-01-29,194.488
1991-01-30,197.365
1991-01-31,200.192
1991-02-01,201.403
1991-02-04,208.968
1991-02-05,212.437
1991-02-06,213.700
1991-02-07,215.236
1991-02-08,213.724
1991-02-11,216.057
1991-02-12,217.273
1991-02-13,216.819
1991-02-14,220.198
1991-02-15,222.049
1991-02-18,227.609
1991-02-19,229.665
1991-02-20,228.857
1991-02-21,224.943
1991-02-22,227.346
1991-02-25,224.836
1991-02-26,227.714
1991-02-27,227.241
1991-02-28,229.627
1991-03-01,229.327
1991-03-04,229.342
1991-03-05,231.198
1991-03-06,234.060
1991-03-07,234.779
1991-03-08,235.404
1991-03-11,235.222
1991-03-12,234.419
1991-03-13,235.056
1991-03-14,234.988
1991-03-15,234.592
1991-03-18,234.264
1991-03-19,234.683
1991-03-20,232.826
1991-03-21,233.582
1991-03-22,237.604
1991-03-25,237.706
1991-03-26,237.203
1991-03-27,237.629
1991-03-28,238.286
1991-03-29,238.234
1991-04-01,239.070
1991-04-02,240.464
1991-04-03,244.074
1991-04-04,245.482
1991-04-05,246.662
1991-04-08,244.746
1991-04-09,244.174
1991-04-10,243.749
1991-04-11,243.276
1991-04-12,244.894
1991-04-15,245.340
1991-04-16,247.138
1991-04-17,249.428
1991-04-18,251.210
1991-04-19,248.062
1991-04-22,243.914
1991-04-23,244.132
1991-04-24,246.134
1991-04-25,243.639
1991-04-26,242.244
1991-04-29,238.978
1991-04-30,238.953
1991-05-01,240.445
1991-05-02,241.380
1991-05-03,239.526
1991-05-06,236.800
1991-05-07,237.583
1991-05-08,239.736
1991-05-09,242.072
1991-05-10,241.956
1991-05-13,241.805
1991-05-14,243.004
1991-05-15,241.608
1991-05-16,241.378
1991-05-17,243.200
1991-05-20,243.169
1991-05-21,244.338
1991-05-22,246.418
1991-05-23,248.341
1991-05-24,252.168
1991-05-27,253.012
1991-05-28,252.712
1991-05-29,256.211
1991-05-30,254.728
1991-05-31,256.968
1991-06-03,257.611
1991-06-04,257.876
1991-06-05,258.149
1991-06-06,256.414
1991-06-07,256.730
1991-06-10,255.752
1991-06-11,254.568
1991-06-12,253.373
1991-06-13,252.432
1991-06-14,254.332
1991-06-17,253.570
1991-06-18,251.005
1991-06-19,249.150
1991-06-20,249.685
1991-06-21,251.480
1991-06-24,247.529
1991-06-25,248.062
1991-06-26,248.420
1991-06-27,249.307
1991-06-28,247.267
1991-07-01,247.248
1991-07-02,247.289
1991-07-03,245.288
1991-07-04,246.425
1991-07-05,247.494
1991-07-08,246.272
1991-07-09,248.312
1991-07-10,249.098
1991-07-11,248.781
1991-07-12,249.861
1991-07-15,250.774
1991-07-16,249.607
1991-07-17,248.219
1991-07-18,249.770
1991-07-19,254.916
1991-07-22,257.004
1991-07-23,255.407
1991-07-24,255.913
1991-07-25,257.487
1991-07-26,257.464
1991-07-29,256.730
1991-07-30,258.671
1991-07-31,259.509
1991-08-01,260.955
1991-08-02,260.952
1991-08-05,260.247
1991-08-06,259.348
1991-08-07,255.925
1991-08-08,253.912
1991-08-09,255.051
1991-08-12,254.077
1991-08-13,251.538
1991-08-14,255.547
1991-08-15,256.736
1991-08-16,255.605
1991-08-19,243.391
1991-08-20,246.247
1991-08-21,253.525
1991-08-22,260.239
1991-08-23,259.052
1991-08-26,258.882
1991-08-27,260.363
1991-08-28,261.795
1991-08-29,263.232
1991-08-30,264.266
1991-09-02,266.857
1991-09-03,266.421
1991-09-04,265.883
1991-09-05,265.204
1991-09-06,266.645
1991-09-09,268.813
1991-09-10,267.732
1991-09-11,268.468
1991-09-12,270.292
1991-09-13,270.079
1991-09-16,265.596
1991-09-17,264.816
1991-09-18,264.962
1991-09-19,265.508
1991-09-20,266.966
1991-09-23,263.709
1991-09-24,260.453
1991-09-25,261.438
1991-09-26,260.353
1991-09-27,260.136
1991-09-30,253.839
1991-10-01,256.709
1991-10-02,254.731
1991-10-03,255.117
1991-10-04,258.518
1991-10-07,259.369
1991-10-08,261.368
1991-10-09,260.158
1991-10-10,257.348
1991-10-11,262.223
1991-10-14,262.966
1991-10-15,263.185
1991-10-16,264.523
1991-10-17,265.807
1991-10-18,265.569
1991-10-21,263.490
1991-10-22,262.692
1991-10-23,264.907
1991-10-24,263.568
1991-10-25,263.829
1991-10-28,261.441
1991-10-29,261.304
1991-10-30,262.696
1991-10-31,263.957
1991-11-01,265.219
1991-11-04,264.532
1991-11-05,261.802
1991-11-06,262.457
1991-11-07,262.420
1991-11-08,265.282
1991-11-11,267.147
1991-11-12,269.736
1991-11-13,269.020
1991-11-14,269.446
1991-11-15,267.856
1991-11-18,261.769
1991-11-19,258.371
1991-11-20,257.932
1991-11-21,258.328
1991-11-22,257.394
1991-11-25,257.167
1991-11-26,258.850
1991-11-27,259.595
1991-11-28,258.326
1991-11-29,259.773
1991-12-02,258.550
1991-12-03,260.607
1991-12-04,261.881
1991-12-05,261.786
1991-12-06,263.482
1991-12-09,264.035
1991-12-10,260.729
1991-12-11,257.966
1991-12-12,260.502
1991-12-13,264.650
1991-12-16,267.365
1991-12-17,269.878
1991-12-18,269.219
1991-12-19,270.414
1991-12-20,272.107
1991-12-23,277.293
1991-12-24,278.970
1991-12-25,278.970
1991-12-26,280.244
1991-12-27,283.737
1991-12-30,288.313
1991-12-31,288.796
1992-01-01,288.796
1992-01-02,292.954
1992-01-03,297.010
1992-01-06,302.569
1992-01-07,301.426
1992-01-08,300.205
1992-01-09,301.589
1992-01-10,302.147
1992-01-13,303.762
1992-01-14,303.890
1992-01-15,300.441
1992-01-16,306.507
1992-01-17,307.728
1992-01-20,311.191
1992-01-21,310.096
1992-01-22,310.731
1992-01-23,319.273
1992-01-24,323.836
1992-01-27,327.203
1992-01-28,328.398
1992-01-29,326.669
1992-01-30,319.624
1992-01-31,322.130
1992-02-03,318.546
1992-02-04,320.081
1992-02-05,316.396
1992-02-06,316.823
1992-02-07,321.851
1992-02-10,323.419
1992-02-11,323.592
1992-02-12,326.361
1992-02-13,321.355
1992-02-14,323.558
1992-02-17,323.525
1992-02-18,323.324
1992-02-19,327.362
1992-02-20,330.576
1992-02-21,334.125
1992-02-24,334.505
1992-02-25,332.391
1992-02-26,334.587
1992-02-27,335.145
1992-02-28,335.967
1992-03-02,335.992
1992-03-03,338.847
1992-03-04,336.063
1992-03-05,338.454
1992-03-06,336.550
1992-03-09,333.415
1992-03-10,333.806
1992-03-11,335.143
1992-03-12,335.380
1992-03-13,336.665
1992-03-16,334.167
1992-03-17,335.950
1992-03-18,337.319
1992-03-19,338.764
1992-03-20,343.008
1992-03-23,346.461
1992-03-24,346.108
1992-03-25,344.259
1992-03-26,343.889
1992-03-27,344.542
1992-03-30,343.809
1992-03-31,346.585
1992-04-01,345.994
1992-04-02,346.657
1992-04-03,348.916
1992-04-06,352.061
1992-04-07,350.852
1992-04-08,344.150
1992-04-09,343.874
1992-04-10,350.530
1992-04-13,350.868
1992-04-14,350.541
1992-04-15,352.918
1992-04-16,353.458
1992-04-17,353.793
1992-04-20,351.872
1992-04-21,351.976
1992-04-22,352.952
1992-04-23,352.735
1992-04-24,351.378
1992-04-27,344.751
1992-04-28,344.025
1992-04-29,342.992
1992-04-30,342.450
1992-05-01,342.719
1992-05-04,342.256
1992-05-05,344.567
1992-05-06,345.016
1992-05-07,342.808
1992-05-08,344.763
1992-05-11,347.262
1992-05-12,348.815
1992-05-13,347.698
1992-05-14,347.606
1992-05-15,347.332
1992-05-18,344.480
1992-05-19,343.736
1992-05-20,344.546
1992-05-21,344.206
1992-05-22,341.188
1992-05-25,336.858
1992-05-26,335.275
1992-05-27,337.980
1992-05-28,338.272
1992-05-29,340.418
1992-06-01,342.705
1992-06-02,341.593
1992-06-03,340.149
1992-06-04,339.241
1992-06-05,338.721
1992-06-08,336.642
1992-06-09,334.691
1992-06-10,332.954
1992-06-11,336.623
1992-06-12,335.126
1992-06-15,329.516
1992-06-16,324.681
1992-06-17,315.443
1992-06-18,316.032
1992-06-19,320.726
1992-06-22,311.651
1992-06-23,309.438
1992-06-24,305.036
1992-06-25,307.272
1992-06-26,310.498
1992-06-29,305.692
1992-06-30,305.519
1992-07-01,308.936
1992-07-02,310.758
1992-07-03,308.747
1992-07-06,307.792
1992-07-07,307.338
1992-07-08,307.760
1992-07-09,307.654
1992-07-10,312.776
1992-07-13,317.562
1992-07-14,319.860
1992-07-15,318.574
1992-07-16,322.397
1992-07-17,320.545
1992-07-20,315.330
1992-07-21,312.654
1992-07-22,308.511
1992-07-23,305.346
1992-07-24,303.484
1992-07-27,302.042
1992-07-28,305.714
1992-07-29,302.803
1992-07-30,304.961
1992-07-31,308.380
1992-08-03,305.030
1992-08-04,304.574
1992-08-05,304.366
1992-08-06,304.458
1992-08-07,306.412
1992-08-10,306.231
1992-08-11,305.050
1992-08-12,303.129
1992-08-13,300.478
1992-08-14,297.905
1992-08-17,295.844
1992-08-18,292.308
1992-08-19,292.501
1992-08-20,289.768
1992-08-21,287.922
1992-08-24,285.654
1992-08-25,286.681
1992-08-26,290.481
1992-08-27,293.689
1992-08-28,295.613
1992-08-31,293.440
1992-09-01,294.316
1992-09-02,293.349
1992-09-03,292.800
1992-09-04,292.934
1992-09-07,293.560
1992-09-08,294.720
1992-09-09,293.464
1992-09-10,290.861
1992-09-11,290.802
1992-09-14,293.779
1992-09-15,291.581
1992-09-16,289.658
1992-09-17,289.542
1992-09-18,290.215
1992-09-21,290.858
1992-09-22,288.152
1992-09-23,287.946
1992-09-24,290.024
1992-09-25,292.462
1992-09-28,290.668
1992-09-29,293.429
1992-09-30,294.069
1992-10-01,295.108
1992-10-02,294.559
1992-10-05,293.049
1992-10-06,289.977
1992-10-07,291.211
1992-10-08,289.587
1992-10-09,290.932
1992-10-12,290.886
1992-10-13,289.498
1992-10-14,290.395
1992-10-15,289.062
1992-10-16,290.177
1992-10-19,292.594
1992-10-20,294.880
1992-10-21,295.130
1992-10-22,298.025
1992-10-23,300.557
1992-10-26,301.679
1992-10-27,299.412
1992-10-28,300.654
1992-10-29,305.923
1992-10-30,309.629
1992-11-02,309.292
1992-11-03,306.770
1992-11-04,307.804
1992-11-05,306.345
1992-11-06,308.246
1992-11-09,307.657
1992-11-10,305.297
1992-11-11,306.306
1992-11-12,304.877
1992-11-13,302.760
1992-11-16,299.003
1992-11-17,301.090
1992-11-18,300.068
1992-11-19,299.140
1992-11-20,300.738
1992-11-23,302.806
1992-11-24,303.199
1992-11-25,303.331
1992-11-26,304.887
1992-11-27,306.322
1992-11-30,306.055
1992-12-01,305.310
1992-12-02,305.851
1992-12-03,305.439
1992-12-04,306.335
1992-12-07,306.688
1992-12-08,307.403
1992-12-09,306.200
1992-12-10,306.825
1992-12-11,306.756
1992-12-14,307.231
1992-12-15,303.948
1992-12-16,304.975
1992-12-17,306.555
1992-12-18,307.393
1992-12-21,308.929
1992-12-22,310.426
1992-12-23,313.397
1992-12-24,313.837
1992-12-25,313.837
1992-12-28,316.610
1992-12-29,314.672
1992-12-30,315.209
1992-12-31,314.929
1993-01-01,314.929
1993-01-04,313.647
1993-01-05,319.569
1993-01-06,321.413
1993-01-07,323.199
1993-01-08,322.863
1993-01-11,322.612
1993-01-12,322.128
1993-01-13,319.660
1993-01-14,321.830
1993-01-15,321.782
1993-01-18,321.602
1993-01-19,322.176
1993-01-20,322.584
1993-01-21,322.584
1993-01-22,325.342
1993-01-25,326.751
1993-01-26,326.602
1993-01-27,321.272
1993-01-28,316.786
1993-01-29,316.189
1993-02-01,314.809
1993-02-02,314.245
1993-02-03,315.872
1993-02-04,319.662
1993-02-05,320.477
1993-02-08,320.416
1993-02-09,320.837
1993-02-10,322.202
1993-02-11,324.144
1993-02-12,322.460
1993-02-15,322.936
1993-02-16,319.506
1993-02-17,319.004
1993-02-18,316.796
1993-02-19,321.403
1993-02-22,322.023
1993-02-23,320.847
1993-02-24,320.324
1993-02-25,320.048
1993-02-26,321.229
1993-03-01,317.320
1993-03-02,318.185
1993-03-03,319.841
1993-03-04,320.162
1993-03-05,320.050
1993-03-08,320.680
1993-03-09,321.690
1993-03-10,322.852
1993-03-11,322.819
1993-03-12,323.637
1993-03-15,324.545
1993-03-16,327.370
1993-03-17,326.988
1993-03-18,327.716
1993-03-19,328.394
1993-03-22,328.098
1993-03-23,326.368
1993-03-24,327.983
1993-03-25,327.147
1993-03-26,326.317
1993-03-29,329.658
1993-03-30,329.670
1993-03-31,331.295
1993-04-01,330.077
1993-04-02,330.764
1993-04-05,330.047
1993-04-06,331.248
1993-04-07,333.324
1993-04-08,333.123
1993-04-09,333.313
1993-04-12,334.232
1993-04-13,334.945
1993-04-14,337.905
1993-04-15,337.892
1993-04-16,338.451
1993-04-19,337.818
1993-04-20,341.053
1993-04-21,343.322
1993-04-22,343.960
1993-04-23,341.166
1993-04-26,340.465
1993-04-27,339.186
1993-04-28,334.390
1993-04-29,334.951
1993-04-30,337.122
1993-05-03,334.006
1993-05-04,332.056
1993-05-05,331.407
1993-05-06,332.517
1993-05-07,333.044
1993-05-10,331.494
1993-05-11,331.142
1993-05-12,331.381
1993-05-13,333.596
1993-05-14,334.601
1993-05-17,337.930
1993-05-18,338.808
1993-05-19,339.835
1993-05-20,342.799
1993-05-21,340.965
1993-05-24,340.663
1993-05-25,341.667
1993-05-26,342.463
1993-05-27,341.874
1993-05-28,343.651
1993-05-31,345.394
1993-06-01,346.366
1993-06-02,349.366
1993-06-03,348.741
1993-06-04,348.148
1993-06-07,346.951
1993-06-08,349.065
1993-06-09,349.501
1993-06-10,349.368
1993-06-11,352.024
1993-06-14,353.550
1993-06-15,354.126
1993-06-16,355.519
1993-06-17,353.959
1993-06-18,356.601
1993-06-21,355.799
1993-06-22,355.060
1993-06-23,353.634
1993-06-24,350.487
1993-06-25,354.934
1993-06-28,356.292
1993-06-29,355.905
1993-06-30,354.819
1993-07-01,352.611
1993-07-02,354.154
1993-07-05,356.658
1993-07-06,356.379
1993-07-07,357.501
1993-07-08,358.722
1993-07-09,359.135
1993-07-12,358.899
1993-07-13,358.656
1993-07-14,355.950
1993-07-15,354.158
1993-07-16,355.287
1993-07-19,356.733
1993-07-20,357.082
1993-07-21,357.948
1993-07-22,356.114
1993-07-23,359.981
1993-07-26,359.470
1993-07-27,359.502
1993-07-28,361.007
1993-07-29,364.215
1993-07-30,363.231
1993-08-02,364.228
1993-08-03,364.153
1993-08-04,365.604
1993-08-05,366.336
1993-08-06,365.568
1993-08-09,364.430
1993-08-10,364.861
1993-08-11,367.264
1993-08-12,367.801
1993-08-13,369.989
1993-08-16,372.390
1993-08-17,376.831
1993-08-18,378.322
1993-08-19,383.284
1993-08-20,386.946
1993-08-23,388.298
1993-08-24,388.721
1993-08-25,388.789
1993-08-26,394.481
1993-08-27,395.011
1993-08-30,394.449
1993-08-31,393.460
1993-09-01,398.540
1993-09-02,404.454
1993-09-03,405.041
1993-09-06,408.284
1993-09-07,409.695
1993-09-08,409.308
1993-09-09,407.031
1993-09-10,406.416
1993-09-13,406.651
1993-09-14,404.478
1993-09-15,403.110
1993-09-16,404.874
1993-09-17,406.971
1993-09-20,403.164
1993-09-21,400.194
1993-09-22,400.099
1993-09-23,404.887
1993-09-24,404.620
1993-09-27,404.853
1993-09-28,407.580
1993-09-29,407.302
1993-09-30,407.469
1993-10-01,409.314
1993-10-04,408.635
1993-10-05,412.386
1993-10-06,415.730
1993-10-07,419.235
1993-10-08,423.546
1993-10-11,431.357
1993-10-12,432.231
1993-10-13,439.086
1993-10-14,440.109
1993-10-15,441.597
1993-10-18,435.693
1993-10-19,436.136
1993-10-20,433.835
1993-10-21,431.608
1993-10-22,434.923
1993-10-25,429.207
1993-10-26,430.852
1993-10-27,436.112
1993-10-28,436.920
1993-10-29,443.777
1993-11-01,449.918
1993-11-02,451.847
1993-11-03,448.890
1993-11-04,446.979
1993-11-05,440.702
1993-11-08,439.536
1993-11-09,438.676
1993-11-10,450.423
1993-11-11,456.110
1993-11-12,459.254
1993-11-15,459.108
1993-11-16,461.052
1993-11-17,465.157
1993-11-18,465.913
1993-11-19,468.297
1993-11-22,462.913
1993-11-23,458.314
1993-11-24,460.310
1993-11-25,462.789
1993-11-26,466.168
1993-11-29,463.022
1993-11-30,463.173
1993-12-01,465.848
1993-12-02,468.883
1993-12-03,474.202
1993-12-06,481.242
1993-12-07,485.634
1993-12-08,485.954
1993-12-09,487.218
1993-12-10,489.984
1993-12-13,492.321
1993-12-14,492.871
1993-12-15,498.058
1993-12-16,499.720
1993-12-17,502.138
1993-12-20,501.242
1993-12-21,504.277
1993-12-22,511.673
1993-12-23,519.369
1993-12-24,523.292
1993-12-27,529.605
1993-12-28,533.644
1993-12-29,536.510
1993-12-30,535.383
1993-12-31,539.344
1994-01-03,540.670
1994-01-04,553.071
1994-01-05,559.896
1994-01-06,554.457
1994-01-07,547.152
1994-01-10,543.752
1994-01-11,538.556
1994-01-12,529.828
1994-01-13,523.092
1994-01-14,533.162
1994-01-17,533.255
1994-01-18,535.365
1994-01-19,536.361
1994-01-20,539.078
1994-01-21,541.792
1994-01-24,541.802
1994-01-25,530.087
1994-01-26,534.186
1994-01-27,540.171
1994-01-28,540.112
1994-01-31,548.878
1994-02-01,557.410
1994-02-02,562.166
1994-02-03,560.491
1994-02-04,562.719
1994-02-07,553.203
1994-02-08,561.046
1994-02-09,558.516
1994-02-10,561.589
1994-02-11,563.505
1994-02-14,561.151
1994-02-15,560.753
1994-02-16,563.071
1994-02-17,559.825
1994-02-18,550.825
1994-02-21,549.672
1994-02-22,554.412
1994-02-23,552.584
1994-02-24,542.486
1994-02-25,539.521
1994-02-28,538.779
1994-03-01,530.533
1994-03-02,520.121
1994-03-03,518.186
1994-03-04,519.211
1994-03-07,522.046
1994-03-08,521.508
1994-03-09,520.751
1994-03-10,516.860
