Date,EZA
2006-11-6,396.115
2006-11-7,400.215
2006-11-8,400.078
2006-11-9,401.956
2006-11-10,403.289
2006-11-13,399.891
2006-11-14,405.104
2006-11-15,399.911
2006-11-16,400.904
2006-11-17,387.274
2006-11-20,398.813
2006-11-21,401.884
2006-11-22,410.661
2006-11-23,409.797
2006-11-24,416.262
2006-11-27,417.847
2006-11-28,407.299
2006-11-29,412.391
2006-11-30,413.648
2006-12-1,417.248
2006-12-4,417.322
2006-12-5,418.810
2006-12-6,418.120
2006-12-7,419.645
2006-12-8,420.897
2006-12-11,417.426
2006-12-12,417.022
2006-12-13,419.517
2006-12-14,422.166
2006-12-15,427.148
2006-12-18,429.590
2006-12-19,425.374
2006-12-20,435.596
2006-12-21,443.803
2006-12-22,443.863
2006-12-25,443.863
2006-12-26,439.077
2006-12-27,446.597
2006-12-28,446.533
2006-12-29,443.112
2007-01-1,443.112
2007-01-2,455.952
2007-01-3,446.188
2007-01-4,426.506
2007-01-5,417.274
2007-01-8,419.598
2007-01-9,420.952
2007-01-10,414.437
2007-01-11,421.404
2007-01-12,425.813
2007-01-15,435.093
2007-01-16,435.081
2007-01-17,438.406
2007-01-18,445.145
2007-01-19,437.265
2007-01-22,444.219
2007-01-23,443.595
2007-01-24,445.974
2007-01-25,444.650
2007-01-26,440.705
2007-01-29,436.538
2007-01-30,437.918
2007-01-31,443.748
2007-02-1,452.777
2007-02-2,449.181
2007-02-5,445.219
2007-02-6,451.862
2007-02-7,450.382
2007-02-8,445.472
2007-02-9,449.044
2007-02-12,441.485
2007-02-13,447.032
2007-02-14,454.631
2007-02-15,458.971
2007-02-16,462.652
2007-02-19,469.308
2007-02-20,465.958
2007-02-21,464.467
2007-02-22,475.951
2007-02-23,477.120
2007-02-26,477.779
2007-02-27,456.303
2007-02-28,445.372
2007-03-1,436.062
2007-03-2,434.108
2007-03-5,414.172
2007-03-6,421.487
2007-03-7,424.305
2007-03-8,435.073
2007-03-9,442.107
2007-03-12,443.043
2007-03-13,435.480
2007-03-14,420.959
2007-03-15,432.021
2007-03-16,429.405
2007-03-19,437.414
2007-03-20,443.700
2007-03-21,446.674
2007-03-22,462.025
2007-03-23,466.583
2007-03-26,463.251
2007-03-27,461.217
2007-03-28,453.142
2007-03-29,462.351
2007-03-30,469.911
2007-04-2,471.556
2007-04-3,479.074
2007-04-4,480.771
2007-04-5,481.945
2007-04-6,481.945
2007-04-9,483.452
2007-04-10,486.673
2007-04-11,484.833
2007-04-12,486.721
2007-04-13,492.240
2007-04-16,505.468
2007-04-17,509.237
2007-04-18,504.505
2007-04-19,504.849
2007-04-20,513.480
2007-04-23,511.535
2007-04-24,506.670
2007-04-25,511.574
2007-04-26,508.785
2007-04-27,507.827
2007-04-30,506.861
2007-05-1,507.615
2007-05-2,508.224
2007-05-3,512.496
2007-05-4,518.264
2007-05-7,519.986
2007-05-8,510.390
2007-05-9,513.302
2007-05-10,507.899
2007-05-11,509.480
2007-05-14,506.690
2007-05-15,503.828
2007-05-16,503.339
2007-05-17,494.245
2007-05-18,500.132
2007-05-21,505.710
2007-05-22,505.401
2007-05-23,512.835
2007-05-24,500.002
2007-05-25,496.907
2007-05-28,497.570
2007-05-29,496.727
2007-05-30,485.460
2007-05-31,490.099
2007-06-1,495.024
2007-06-4,487.598
2007-06-5,485.513
2007-06-6,478.675
2007-06-7,479.822
2007-06-8,465.964
2007-06-11,473.773
2007-06-12,469.050
2007-06-13,470.148
2007-06-14,482.930
2007-06-15,489.559
2007-06-18,496.040
2007-06-19,496.430
2007-06-20,499.117
2007-06-21,490.327
2007-06-22,487.992
2007-06-25,481.262
2007-06-26,471.298
2007-06-27,469.224
2007-06-28,477.842
2007-06-29,480.466
2007-07-2,488.977
2007-07-3,489.206
2007-07-4,491.931
2007-07-5,484.384
2007-07-6,492.768
2007-07-9,503.592
2007-07-10,498.479
2007-07-11,496.807
2007-07-12,503.083
2007-07-13,506.614
2007-07-16,507.345
2007-07-17,502.788
2007-07-18,501.560
2007-07-19,512.562
2007-07-20,514.702
2007-07-23,523.926
2007-07-24,517.732
2007-07-25,503.527
2007-07-26,487.672
2007-07-27,467.309
2007-07-30,469.811
2007-07-31,478.094
2007-08-1,461.287
2007-08-2,465.706
2007-08-3,460.673
2007-08-6,447.726
2007-08-7,456.969
2007-08-8,476.296
2007-08-9,469.342
2007-08-10,449.257
2007-08-13,458.142
2007-08-14,445.046
2007-08-15,436.026
2007-08-16,412.504
2007-08-17,414.709
2007-08-20,426.809
2007-08-21,424.407
2007-08-22,443.000
2007-08-23,445.749
2007-08-24,446.094
2007-08-27,453.352
2007-08-28,448.758
2007-08-29,451.619
2007-08-30,464.646
2007-08-31,474.804
2007-09-3,478.924
2007-09-4,479.329
2007-09-5,469.923
2007-09-6,473.728
2007-09-7,464.654
2007-09-10,468.119
2007-09-11,482.997
2007-09-12,485.837
2007-09-13,489.908
2007-09-14,486.327
2007-09-17,478.521
2007-09-18,479.847
2007-09-19,499.532
2007-09-20,501.606
2007-09-21,498.408
2007-09-24,500.607
2007-09-25,497.038
2007-09-26,502.465
2007-09-27,509.727
2007-09-28,504.633
2007-10-1,504.425
2007-10-2,514.475
2007-10-3,527.907
2007-10-4,528.898
2007-10-5,536.136
2007-10-8,532.203
2007-10-9,532.668
2007-10-10,531.940
2007-10-11,547.961
2007-10-12,543.357
2007-10-15,538.454
2007-10-16,525.029
2007-10-17,535.748
2007-10-18,533.398
2007-10-19,529.805
2007-10-22,518.592
2007-10-23,536.834
2007-10-24,537.810
2007-10-25,553.153
2007-10-26,570.868
2007-10-29,569.556
2007-10-30,569.018
2007-10-31,573.203
2007-11-1,561.419
2007-11-2,560.049
2007-11-5,558.179
2007-11-6,567.180
2007-11-7,575.856
2007-11-8,578.175
2007-11-9,566.531
2007-11-12,547.938
2007-11-13,550.691
2007-11-14,564.410
2007-11-15,552.211
2007-11-16,541.286
2007-11-19,528.758
2007-11-20,541.253
2007-11-21,522.884
2007-11-22,527.593
2007-11-23,524.082
2007-11-26,515.535
2007-11-27,501.290
2007-11-28,513.220
2007-11-29,526.602
2007-11-30,529.904
2007-12-3,531.098
2007-12-4,531.051
2007-12-5,533.317
2007-12-6,535.255
2007-12-7,542.401
2007-12-10,542.182
2007-12-11,543.158
2007-12-12,539.255
2007-12-13,518.928
2007-12-14,502.067
2007-12-17,496.378
2007-12-18,490.159
2007-12-19,483.795
2007-12-20,484.002
2007-12-21,501.311
2007-12-24,507.712
2007-12-25,507.712
2007-12-26,508.660
2007-12-27,528.250
2007-12-28,525.556
2007-12-31,508.322
2008-01-1,508.322
2008-01-2,517.853
2008-01-3,513.113
2008-01-4,510.196
2008-01-7,502.243
2008-01-8,514.693
2008-01-9,508.754
2008-01-10,498.292
2008-01-11,499.201
2008-01-14,512.513
2008-01-15,501.947
2008-01-16,473.323
2008-01-17,474.918
2008-01-18,465.583
2008-01-21,438.177
2008-01-22,444.235
2008-01-23,439.079
2008-01-24,465.160
2008-01-25,450.115
2008-01-28,435.381
2008-01-29,448.260
2008-01-30,448.720
2008-01-31,441.025
2008-02-1,462.482
2008-02-4,455.459
2008-02-5,433.339
2008-02-6,428.933
2008-02-7,422.178
2008-02-8,421.191
2008-02-11,417.698
2008-02-12,436.624
2008-02-13,435.137
2008-02-14,447.091
2008-02-15,442.157
2008-02-18,448.385
2008-02-19,457.092
2008-02-20,439.581
2008-02-21,454.780
2008-02-22,453.383
2008-02-25,460.084
2008-02-26,474.124
2008-02-27,481.726
2008-02-28,473.671
2008-02-29,466.728
2008-03-3,464.063
2008-03-4,462.485
2008-03-5,460.453
2008-03-6,456.738
2008-03-7,452.024
2008-03-10,443.854
2008-03-11,459.705
2008-03-12,468.309
2008-03-13,456.544
2008-03-14,460.872
2008-03-17,436.325
2008-03-18,450.331
2008-03-19,446.639
2008-03-20,417.602
2008-03-21,417.602
2008-03-24,423.131
2008-03-25,435.586
2008-03-26,443.501
2008-03-27,451.239
2008-03-28,441.881
2008-03-31,429.892
2008-04-1,436.727
2008-04-2,458.204
2008-04-3,458.456
2008-04-4,460.690
2008-04-7,470.157
2008-04-8,472.561
2008-04-9,472.500
2008-04-10,470.909
2008-04-11,474.749
2008-04-14,464.452
2008-04-15,468.945
2008-04-16,473.336
2008-04-17,477.273
2008-04-18,480.252
2008-04-21,482.186
2008-04-22,488.926
2008-04-23,487.285
2008-04-24,475.207
2008-04-25,476.896
2008-04-28,482.419
2008-04-29,481.010
2008-04-30,481.770
2008-05-1,475.502
2008-05-2,479.930
2008-05-5,487.450
2008-05-6,501.796
2008-05-7,508.274
2008-05-8,504.323
2008-05-9,498.717
2008-05-12,504.654
2008-05-13,506.394
2008-05-14,502.621
2008-05-15,507.790
2008-05-16,516.499
2008-05-19,523.201
2008-05-20,514.732
2008-05-21,514.882
2008-05-22,512.237
2008-05-23,509.544
2008-05-26,501.736
2008-05-27,493.495
2008-05-28,492.769
2008-05-29,497.787
2008-05-30,492.991
2008-06-2,483.589
2008-06-3,484.535
2008-06-4,475.576
2008-06-5,475.734
2008-06-6,478.935
2008-06-9,466.590
2008-06-10,457.554
2008-06-11,446.579
2008-06-12,446.854
2008-06-13,446.367
2008-06-16,448.945
2008-06-17,447.740
2008-06-18,440.842
2008-06-19,447.816
2008-06-20,434.654
2008-06-23,429.162
2008-06-24,426.990
2008-06-25,438.754
2008-06-26,442.216
2008-06-27,446.568
2008-06-30,445.802
2008-07-1,434.771
2008-07-2,435.037
2008-07-3,425.092
2008-07-4,427.473
2008-07-7,427.889
2008-07-8,420.134
2008-07-9,430.544
2008-07-10,424.136
2008-07-11,428.525
2008-07-14,428.994
2008-07-15,419.374
2008-07-16,425.050
2008-07-17,448.472
2008-07-18,437.685
2008-07-21,432.086
2008-07-22,432.839
2008-07-23,433.258
2008-07-24,432.313
2008-07-25,426.169
2008-07-28,435.276
2008-07-29,439.690
2008-07-30,450.503
2008-07-31,458.645
2008-08-1,439.762
2008-08-4,432.115
2008-08-5,432.704
2008-08-6,437.133
2008-08-7,428.188
2008-08-8,418.757
2008-08-11,421.371
2008-08-12,412.554
2008-08-13,409.025
2008-08-14,429.015
2008-08-15,416.870
2008-08-18,419.407
2008-08-19,402.473
2008-08-20,409.637
2008-08-21,418.200
2008-08-22,422.821
2008-08-25,413.858
2008-08-26,411.224
2008-08-27,422.182
2008-08-28,437.013
2008-08-29,435.105
2008-09-1,417.100
2008-09-2,418.413
2008-09-3,411.719
2008-09-4,404.482
2008-09-5,391.784
2008-09-8,411.978
2008-09-9,397.262
2008-09-10,388.519
2008-09-11,377.218
2008-09-12,391.634
2008-09-15,383.064
2008-09-16,371.277
2008-09-17,363.541
2008-09-18,356.112
2008-09-19,389.030
2008-09-22,398.223
2008-09-23,370.014
2008-09-24,374.038
2008-09-25,375.464
2008-09-26,374.636
2008-09-29,353.914
2008-09-30,367.278
2008-10-1,359.982
2008-10-2,339.369
2008-10-3,336.406
2008-10-6,294.870
2008-10-7,300.587
2008-10-8,283.162
2008-10-9,294.013
2008-10-10,278.598
2008-10-13,291.307
2008-10-14,310.968
2008-10-15,280.011
2008-10-16,244.488
2008-10-17,245.379
2008-10-20,249.549
2008-10-21,242.503
2008-10-22,218.464
2008-10-23,214.904
2008-10-24,204.437
2008-10-27,205.565
2008-10-28,219.166
2008-10-29,247.983
2008-10-30,258.245
2008-10-31,269.420
2008-11-3,270.028
2008-11-4,280.596
2008-11-5,272.578
2008-11-6,254.888
2008-11-7,247.539
2008-11-10,263.900
2008-11-11,246.412
2008-11-12,240.142
2008-11-13,236.455
2008-11-14,250.774
2008-11-17,243.753
2008-11-18,239.309
2008-11-19,236.943
2008-11-20,220.759
2008-11-21,222.862
2008-11-24,243.090
2008-11-25,261.839
2008-11-26,264.078
2008-11-27,275.092
2008-11-28,268.845
2008-12-1,253.289
2008-12-2,243.862
2008-12-3,244.891
2008-12-4,251.985
2008-12-5,240.857
2008-12-8,264.518
2008-12-9,267.790
2008-12-10,277.567
2008-12-11,279.735
2008-12-12,265.989
2008-12-15,269.837
2008-12-16,267.732
2008-12-17,287.774
2008-12-18,293.885
2008-12-19,282.527
2008-12-22,281.314
2008-12-23,285.696
2008-12-24,281.081
2008-12-25,281.081
2008-12-26,281.009
2008-12-29,293.607
2008-12-30,300.489
2008-12-31,305.081
2009-01-1,305.081
2009-01-2,302.993
2009-01-5,312.818
2009-01-6,319.181
2009-01-7,309.663
2009-01-8,297.054
2009-01-9,295.942
2009-01-12,286.795
2009-01-13,280.628
2009-01-14,267.994
2009-01-15,264.466
2009-01-16,275.041
2009-01-19,265.991
2009-01-20,258.885
2009-01-21,259.046
2009-01-22,259.339
2009-01-23,250.161
2009-01-26,260.660
2009-01-27,271.838
2009-01-28,277.755
2009-01-29,271.917
2009-01-30,266.162
2009-02-2,257.826
2009-02-3,262.240
2009-02-4,268.783
2009-02-5,266.802
2009-02-6,284.351
2009-02-9,292.404
2009-02-10,286.633
2009-02-11,278.970
2009-02-12,272.793
2009-02-13,272.055
2009-02-16,268.485
2009-02-17,260.808
2009-02-18,260.283
2009-02-19,265.921
2009-02-20,254.998
2009-02-23,259.628
2009-02-24,256.150
2009-02-25,256.539
2009-02-26,263.613
2009-02-27,248.696
2009-03-2,238.741
2009-03-3,234.039
2009-03-4,239.200
2009-03-5,234.221
2009-03-6,235.093
2009-03-9,229.127
2009-03-10,238.081
2009-03-11,249.981
2009-03-12,260.108
2009-03-13,265.051
2009-03-16,270.134
2009-03-17,261.760
2009-03-18,261.625
2009-03-19,284.611
2009-03-20,287.639
2009-03-23,301.266
2009-03-24,300.210
2009-03-25,306.564
2009-03-26,304.763
2009-03-27,291.197
2009-03-30,278.718
2009-03-31,289.352
2009-04-1,300.693
2009-04-2,312.768
2009-04-3,309.701
2009-04-6,304.582
2009-04-7,299.114
2009-04-8,299.416
2009-04-9,310.080
2009-04-10,310.080
2009-04-13,311.126
2009-04-14,313.547
2009-04-15,308.166
2009-04-16,310.957
2009-04-17,307.274
2009-04-20,295.121
2009-04-21,289.409
2009-04-22,295.001
2009-04-23,301.365
2009-04-24,310.548
2009-04-27,313.878
2009-04-28,315.738
2009-04-29,322.177
2009-04-30,321.822
2009-05-1,322.250
2009-05-4,342.293
2009-05-5,337.503
2009-05-6,339.572
2009-05-7,337.779
2009-05-8,342.687
2009-05-11,344.579
2009-05-12,344.999
2009-05-13,334.892
2009-05-14,332.995
2009-05-15,337.644
2009-05-18,337.900
2009-05-19,351.109
2009-05-20,361.996
2009-05-21,345.773
2009-05-22,361.149
2009-05-25,363.922
2009-05-26,358.941
2009-05-27,367.192
2009-05-28,368.693
2009-05-29,374.242
2009-06-1,385.325
2009-06-2,383.581
2009-06-3,374.832
2009-06-4,377.664
2009-06-5,376.551
2009-06-8,365.065
2009-06-9,373.041
2009-06-10,375.541
2009-06-11,373.576
2009-06-12,371.079
2009-06-15,368.912
2009-06-16,372.719
2009-06-17,358.185
2009-06-18,359.347
2009-06-19,361.414
2009-06-22,348.421
2009-06-23,345.375
2009-06-24,360.583
2009-06-25,361.019
2009-06-26,371.172
2009-06-29,374.894
2009-06-30,378.307
2009-07-1,385.853
2009-07-2,375.057
2009-07-3,372.179
2009-07-6,359.725
2009-07-7,365.234
2009-07-8,357.804
2009-07-9,360.267
2009-07-10,360.205
2009-07-13,356.387
2009-07-14,364.963
2009-07-15,378.454
2009-07-16,381.806
2009-07-17,381.679
2009-07-20,392.954
2009-07-21,401.801
2009-07-22,404.034
2009-07-23,408.319
2009-07-24,400.728
2009-07-27,400.891
2009-07-28,392.013
2009-07-29,386.445
2009-07-30,396.311
2009-07-31,397.451
2009-08-3,411.621
2009-08-4,406.089
2009-08-5,399.069
2009-08-6,397.873
2009-08-7,403.154
2009-08-10,401.108
2009-08-11,393.822
2009-08-12,394.559
2009-08-13,400.823
2009-08-14,396.261
2009-08-17,382.933
2009-08-18,392.436
2009-08-19,391.535
2009-08-20,402.317
2009-08-21,413.946
2009-08-24,420.128
2009-08-25,419.774
2009-08-26,414.662
2009-08-27,414.624
2009-08-28,425.215
2009-08-31,419.112
2009-09-1,416.188
2009-09-2,409.851
2009-09-3,415.514
2009-09-4,423.121
2009-09-7,430.209
2009-09-8,435.863
2009-09-9,438.142
2009-09-10,434.220
2009-09-11,449.100
2009-09-14,439.267
2009-09-15,445.119
2009-09-16,455.180
2009-09-17,459.299
2009-09-18,452.212
2009-09-21,443.936
2009-09-22,452.267
2009-09-23,445.111
2009-09-24,444.249
2009-09-25,442.255
2009-09-28,443.938
2009-09-29,438.569
2009-09-30,429.897
2009-10-1,427.533
2009-10-2,419.744
2009-10-5,427.509
2009-10-6,442.542
2009-10-7,443.822
2009-10-8,452.087
2009-10-9,449.126
2009-10-12,457.977
2009-10-13,455.928
2009-10-14,463.584
2009-10-15,464.620
2009-10-16,454.411
2009-10-19,459.551
2009-10-20,458.507
2009-10-21,458.487
2009-10-22,457.460
2009-10-23,456.164
2009-10-26,450.056
2009-10-27,436.889
2009-10-28,423.261
2009-10-29,429.688
2009-10-30,423.294
2009-11-2,415.711
2009-11-3,410.849
2009-11-4,423.190
2009-11-5,426.623
2009-11-6,431.439
2009-11-9,443.325
2009-11-10,445.711
2009-11-11,452.636
2009-11-12,448.811
2009-11-13,446.136
2009-11-16,455.246
2009-11-17,448.861
2009-11-18,452.715
2009-11-19,441.075
2009-11-20,437.561
2009-11-23,452.345
2009-11-24,451.660
2009-11-25,459.543
2009-11-26,443.060
2009-11-27,445.490
2009-11-30,446.053
2009-12-1,459.998
2009-12-2,463.664
2009-12-3,459.159
2009-12-4,451.853
2009-12-7,450.368
2009-12-8,444.500
2009-12-9,436.867
2009-12-10,445.464
2009-12-11,448.453
2009-12-14,458.081
2009-12-15,453.281
2009-12-16,455.555
2009-12-17,448.825
2009-12-18,446.024
2009-12-21,437.965
2009-12-22,440.670
2009-12-23,450.631
2009-12-24,455.956
2009-12-25,455.956
2009-12-28,463.777
2009-12-29,462.998
2009-12-30,460.721
2009-12-31,467.967
2010-01-1,467.967
2010-01-4,474.084
2010-01-5,476.730
2010-01-6,476.284
2010-01-7,467.683
2010-01-8,470.999
2010-01-11,473.181
2010-01-12,466.266
2010-01-13,465.546
2010-01-14,464.469
2010-01-15,463.303
2010-01-18,463.024
2010-01-19,462.442
2010-01-20,453.648
2010-01-21,449.702
2010-01-22,440.324
2010-01-25,442.236
2010-01-26,436.660
2010-01-27,436.749
2010-01-28,439.819
2010-01-29,442.755
2010-02-1,440.603
2010-02-2,448.409
2010-02-3,449.510
2010-02-4,431.529
2010-02-5,419.495
2010-02-8,421.880
2010-02-9,430.336
2010-02-10,427.429
2010-02-11,429.889
2010-02-12,426.320
2010-02-15,432.033
2010-02-16,437.491
2010-02-17,446.454
2010-02-18,446.603
2010-02-19,439.635
2010-02-22,437.788
2010-02-23,433.850
2010-02-24,430.296
2010-02-25,425.904
2010-02-26,441.051
2010-03-1,446.331
2010-03-2,453.743
2010-03-3,462.609
2010-03-4,466.344
2010-03-5,469.326
2010-03-8,475.543
2010-03-9,472.938
2010-03-10,475.457
2010-03-11,468.115
2010-03-12,475.842
2010-03-15,472.650
2010-03-16,479.082
2010-03-17,489.750
2010-03-18,496.477
2010-03-19,489.911
2010-03-22,490.432
2010-03-23,487.629
2010-03-24,483.405
2010-03-25,478.647
2010-03-26,478.257
2010-03-29,482.397
2010-03-30,483.768
2010-03-31,486.918
2010-04-1,493.864
2010-04-2,493.864
2010-04-5,497.242
2010-04-6,502.998
2010-04-7,505.192
2010-04-8,498.347
2010-04-9,502.914
2010-04-12,502.443
2010-04-13,491.458
2010-04-14,496.712
2010-04-15,499.863
2010-04-16,487.100
2010-04-19,476.915
2010-04-20,484.653
2010-04-21,483.846
2010-04-22,474.401
2010-04-23,481.235
2010-04-26,492.696
2010-04-27,490.509
2010-04-28,477.110
2010-04-29,487.454
2010-04-30,489.836
2010-05-3,486.695
2010-05-4,468.468
2010-05-5,457.522
2010-05-6,453.652
2010-05-7,436.483
2010-05-10,464.660
2010-05-11,461.607
2010-05-12,479.989
2010-05-13,476.236
2010-05-14,461.345
2010-05-17,461.606
2010-05-18,464.914
2010-05-19,442.705
2010-05-20,419.386
2010-05-21,423.001
2010-05-24,435.104
2010-05-25,418.116
2010-05-26,453.435
2010-05-27,456.175
2010-05-28,457.512
2010-05-31,453.782
2010-06-1,452.194
2010-06-2,452.797
2010-06-3,451.470
2010-06-4,436.154
2010-06-7,428.314
2010-06-8,428.438
2010-06-9,437.537
2010-06-10,442.312
2010-06-11,438.349
2010-06-14,451.831
2010-06-15,458.571
2010-06-16,459.641
2010-06-17,465.194
2010-06-18,469.364
2010-06-21,472.890
2010-06-22,466.279
2010-06-23,462.857
2010-06-24,453.157
2010-06-25,452.190
2010-06-28,456.548
2010-06-29,443.901
2010-06-30,437.323
2010-07-1,426.121
2010-07-2,435.174
2010-07-5,435.131
2010-07-6,448.615
2010-07-7,449.906
2010-07-8,454.153
2010-07-9,457.211
2010-07-12,454.904
2010-07-13,464.107
2010-07-14,464.485
2010-07-15,464.353
2010-07-16,463.923
2010-07-19,454.216
2010-07-20,457.406
2010-07-21,471.564
2010-07-22,484.481
2010-07-23,485.396
2010-07-26,492.950
2010-07-27,492.990
2010-07-28,488.252
2010-07-29,492.659
2010-07-30,491.986
2010-08-2,501.723
2010-08-3,495.351
2010-08-4,494.484
2010-08-5,496.362
2010-08-6,494.363
2010-08-9,497.125
2010-08-10,488.562
2010-08-11,480.643
2010-08-12,481.319
2010-08-13,479.377
2010-08-16,483.648
2010-08-17,487.327
2010-08-18,479.918
2010-08-19,480.160
2010-08-20,472.279
2010-08-23,477.168
2010-08-24,471.429
2010-08-25,460.435
2010-08-26,472.601
2010-08-27,469.268
2010-08-30,475.475
2010-08-31,476.817
2010-09-1,492.516
2010-09-2,494.875
2010-09-3,499.350
2010-09-6,497.841
2010-09-7,489.626
2010-09-8,493.968
2010-09-9,498.550
2010-09-10,502.954
2010-09-13,513.600
2010-09-14,517.676
2010-09-15,515.359
2010-09-16,510.799
2010-09-17,506.647
2010-09-20,517.194
2010-09-21,518.094
2010-09-22,523.854
2010-09-23,522.705
2010-09-24,525.984
2010-09-27,529.515
2010-09-28,532.088
2010-09-29,537.145
2010-09-30,543.322
2010-10-1,543.892
2010-10-4,536.352
2010-10-5,551.212
2010-10-6,554.775
2010-10-7,548.237
2010-10-8,552.112
2010-10-11,549.769
2010-10-12,553.171
2010-10-13,566.630
2010-10-14,568.386
2010-10-15,560.483
2010-10-18,558.862
2010-10-19,547.367
2010-10-20,550.458
2010-10-21,558.688
2010-10-22,548.542
2010-10-25,550.310
2010-10-26,548.933
2010-10-27,533.624
2010-10-28,541.741
2010-10-29,550.617
2010-11-1,549.628
2010-11-2,556.266
2010-11-3,562.212
2010-11-4,574.120
2010-11-5,579.428
2010-11-8,571.652
2010-11-9,583.295
2010-11-10,576.494
2010-11-11,572.673
2010-11-12,574.940
2010-11-15,570.830
2010-11-16,559.407
2010-11-17,563.526
2010-11-18,566.050
2010-11-19,563.217
2010-11-22,563.514
2010-11-23,547.701
2010-11-24,554.052
2010-11-25,556.749
2010-11-26,545.472
2010-11-29,538.284
2010-11-30,533.024
2010-12-1,545.217
2010-12-2,563.226
2010-12-3,573.420
2010-12-6,579.045
2010-12-7,577.288
2010-12-8,573.028
2010-12-9,577.526
2010-12-10,576.497
2010-12-13,576.434
2010-12-14,580.307
2010-12-15,583.969
2010-12-16,581.651
2010-12-17,577.200
2010-12-20,579.547
2010-12-21,588.585
2010-12-22,589.261
2010-12-23,594.007
2010-12-24,593.851
2010-12-27,593.552
2010-12-28,599.167
2010-12-29,605.815
2010-12-30,605.351
2010-12-31,611.621
2011-01-3,614.524
2011-01-4,606.106
2011-01-5,598.379
2011-01-6,590.871
2011-01-7,591.372
2011-01-10,580.490
2011-01-11,584.214
2011-01-12,592.339
2011-01-13,594.143
2011-01-14,586.108
2011-01-17,583.622
2011-01-18,583.660
2011-01-19,575.541
2011-01-20,558.191
2011-01-21,563.077
2011-01-24,565.564
2011-01-25,556.758
2011-01-26,557.862
2011-01-27,562.558
2011-01-28,541.434
2011-01-31,536.258
2011-02-1,544.578
2011-02-2,551.499
2011-02-3,546.321
2011-02-4,552.866
2011-02-7,546.564
2011-02-8,553.056
2011-02-9,547.197
2011-02-10,535.447
2011-02-11,544.870
2011-02-14,542.222
2011-02-15,543.912
2011-02-16,547.705
2011-02-17,550.704
2011-02-18,558.212
2011-02-21,564.858
2011-02-22,559.485
2011-02-23,551.371
2011-02-24,550.086
2011-02-25,560.202
2011-02-28,570.556
2011-03-1,564.842
2011-03-2,573.836
2011-03-3,574.844
2011-03-4,575.785
2011-03-7,578.676
2011-03-8,571.126
2011-03-9,574.858
2011-03-10,555.838
2011-03-11,564.179
2011-03-14,564.858
2011-03-15,540.178
2011-03-16,545.211
2011-03-17,539.566
2011-03-18,542.136
2011-03-21,546.612
2011-03-22,557.128
2011-03-23,559.094
2011-03-24,575.291
2011-03-25,575.978
2011-03-28,568.658
2011-03-29,576.661
2011-03-30,591.683
2011-03-31,594.310
2011-04-1,603.973
2011-04-4,605.507
2011-04-5,605.259
2011-04-6,615.652
2011-04-7,611.476
2011-04-8,614.450
2011-04-11,611.591
2011-04-12,595.330
2011-04-13,591.449
2011-04-14,584.118
2011-04-15,579.161
2011-04-18,561.802
2011-04-19,572.104
2011-04-20,593.545
2011-04-21,601.205
2011-04-22,601.205
2011-04-25,599.575
2011-04-26,605.750
2011-04-27,609.316
2011-04-28,613.299
2011-04-29,623.108
2011-05-2,625.696
2011-05-3,606.981
2011-05-4,594.260
2011-05-5,580.049
2011-05-6,592.141
2011-05-9,579.042
2011-05-10,585.423
2011-05-11,576.826
2011-05-12,561.437
2011-05-13,561.628
2011-05-16,567.746
2011-05-17,558.791
2011-05-18,565.177
2011-05-19,571.332
2011-05-20,567.294
2011-05-23,551.220
2011-05-24,562.022
2011-05-25,557.333
2011-05-26,562.916
2011-05-27,578.256
2011-05-30,575.137
2011-05-31,590.577
2011-06-1,591.353
2011-06-2,589.117
2011-06-3,585.057
2011-06-6,580.702
2011-06-7,587.850
2011-06-8,583.393
2011-06-9,581.002
2011-06-10,570.205
2011-06-13,569.496
2011-06-14,570.858
2011-06-15,565.956
2011-06-16,560.978
2011-06-17,561.825
2011-06-20,563.534
2011-06-21,571.661
2011-06-22,566.057
2011-06-23,547.336
2011-06-24,550.393
2011-06-27,556.101
2011-06-28,564.093
2011-06-29,571.515
2011-06-30,579.355
2011-07-1,582.289
2011-07-4,587.848
2011-07-5,589.256
2011-07-6,585.737
2011-07-7,593.547
2011-07-8,583.652
2011-07-11,570.048
2011-07-12,569.501
2011-07-13,579.992
2011-07-14,578.628
2011-07-15,580.014
2011-07-18,565.622
2011-07-19,572.406
2011-07-20,575.037
2011-07-21,583.949
2011-07-22,581.105
2011-07-25,585.260
2011-07-26,589.957
2011-07-27,583.148
2011-07-28,578.010
2011-07-29,574.902
2011-08-1,580.138
2011-08-2,572.731
2011-08-3,566.510
2011-08-4,539.340
2011-08-5,536.799
2011-08-8,512.720
2011-08-9,494.995
2011-08-10,503.593
2011-08-11,519.652
2011-08-12,524.326
2011-08-15,537.033
2011-08-16,533.381
2011-08-17,539.188
2011-08-18,517.242
2011-08-19,524.239
2011-08-22,524.220
2011-08-23,518.496
2011-08-24,519.527
2011-08-25,513.583
2011-08-26,520.556
2011-08-29,547.468
2011-08-30,546.298
2011-08-31,566.116
2011-09-1,568.285
2011-09-2,554.102
2011-09-5,541.917
2011-09-6,534.212
2011-09-7,549.627
2011-09-8,556.320
2011-09-9,539.647
2011-09-12,520.411
2011-09-13,526.837
2011-09-14,529.337
2011-09-15,534.770
2011-09-16,535.219
2011-09-19,515.246
2011-09-20,522.528
